Attrition,EmployeeName,EmployeeID,Designation,PercentSalaryHike,TraininginHours,WorkLifeBalance,Tenure,MonthlySalary,,,,,,,,
NO,Samantha-II,100845,Data Scientist,16,58.5,Best,9," 120,435 ",,,,,,,,
NO,Emily-II,100846,Business Analyst,14,39,Good,9," 56,311 ",,,,,,,,
NO,Derek-II,100450,Data Scientist,6,78,Good,2," 57,372 ",,,,,,,,
NO,Edgar-II,100469,Data Scientist,8,58.5,Good,3," 54,779 ",,,,,,,,
YES,Alan-II,100584,Data Engineer,8,39,Good,5," 40,157 ",,,,,,,,
NO,Ryan-II,100631,Software Developer,12,39,Good,12," 55,464 ",,,,,,,,
NO,Abigail-II,100857,Business Analyst,8,19.5,Bad,14," 73,067 ",,,,,,,,
NO,Nicholas-II,100667,Data Engineer,6,58.5,Bad,1," 39,832 ",,,,,,,,
NO,Cherry-II,100861,Data Analyst,6,58.5,Bad,6," 44,316 ",,,,,,,,
NO,Owen-II,100867,Data Scientist,16,58.5,Good,10," 162,913 ",,,,,,,,
NO,Olivia-II,100868,Business Analyst,14,39,Good,2," 74,635 ",,,,,,,,
NO,Antony-II,100723,Domain Expert,6,78,Good,2," 80,077 ",,,,,,,,
NO,Carina-II,100872,Data Scientist,16,39,Bad,3," 56,264 ",,,,,,,,
NO,Arnold-II,100796,Business Analyst,12,39,Bad,5," 62,757 ",,,,,,,,
NO,Adelaide-II,100880,Data Scientist,14,39,Good,18," 125,902 ",,,,,,,,
YES,Eric-II,100797,Data Analyst,10,39,Bad,5," 38,648 ",,,,,,,,
YES,Luke-II,100854,Data Analyst,8,58.5,Bad,5," 40,346 ",,,,,,,,
NO,Hailey-II,100887,Data Analyst,10,39,Good,5," 42,184 ",,,,,,,,
YES,James-II,100916,Business Analyst,8,58.5,Good,5," 57,832 ",,,,,,,,
NO,Aldus-II,100889,Business Analyst,8,58.5,Good,11," 76,873 ",,,,,,,,
NO,Adele-II,100893,Software Developer,14,58.5,Good,3," 34,159 ",,,,,,,,
NO,Belinda-II,100894,Data Engineer,8,19.5,Bad,6," 61,638 ",,,,,,,,
NO,Rubie-II,101010,Software Developer,18,39,Best,2," 44,103 ",,,,,,,,
NO,Max-II,100899,Data Scientist,10,39,Good,14," 128,471 ",,,,,,,,
NO,Paige-II,100900,Software Developer,10,58.5,Good,6," 35,031 ",,,,,,,,
NO,Lana-II,100901,Chief Data Scientist,12,0,Good,13," 168,204 ",,,,,,,,
NO,Richard-II,101042,Data Engineer,10,19.5,Good,5," 32,321 ",,,,,,,,
NO,Miranda-II,100903,Business Analyst,16,39,Good,8," 53,460 ",,,,,,,,
NO,Vanessa-II,100904,Business Analyst,8,39,Good,11," 90,046 ",,,,,,,,
NO,April-II,100909,Database Administrator,6,39,Good,6," 61,319 ",,,,,,,,
NO,Charlotte-II,101188,Business Analyst,8,39,Bad,5," 62,993 ",,,,,,,,
YES,Nicholas-II,101240,Business Analyst,8,78,Good,5," 58,326 ",,,,,,,,
YES,Kirsten-II,101340,Data Analyst,10,0,Good,5," 41,759 ",,,,,,,,
NO,Kevin-II,100920,Data Scientist,16,39,Best,2," 56,147 ",,,,,,,,
NO,Jenna-II,101380,Data Engineer,12,0,Good,5," 54,366 ",,,,,,,,
YES,Daniel-II,101420,Data Engineer,14,39,Good,5," 50,479 ",,,,,,,,
NO,Eleanor-II,100924,Domain Expert,12,39,Bad,17," 77,603 ",,,,,,,,
NO,Miranda-II,100925,Software Developer,12,58.5,Bad,4," 38,814 ",,,,,,,,
YES,Sawyer-II,101431,Data Analyst,8,39,Good,5," 35,302 ",,,,,,,,
YES,Kate-II,101477,Business Analyst,8,39,Good,5," 51,528 ",,,,,,,,
NO,Fenton-II,101507,Business Analyst,8,97.5,Good,5," 57,713 ",,,,,,,,
NO,Roland-II,100936,Business Analyst,12,117,Good,6," 73,573 ",,,,,,,,
NO,Daisy-II,100940,Domain Expert,8,58.5,Good,7," 124,335 ",,,,,,,,
NO,Mary-II,101596,Data Analyst,10,58.5,Best,8," 42,367 ",,,,,,,,
NO,Stuart-II,100947,Business Analyst,8,39,Bad,10," 81,681 ",,,,,,,,
YES,Grace-II,101641,Data Scientist,10,39,Bad,5," 93,616 ",,,,,,,,
NO,Violet-II,100950,Chief Data Scientist,8,58.5,Good,16," 160,037 ",,,,,,,,
NO,Isabella-II,100952,Software Developer,12,39,Good,2," 28,432 ",,,,,,,,
YES,Luke-II,101649,Data Engineer,8,58.5,Bad,5," 35,522 ",,,,,,,,
NO,Aiden-II,100957,Data Engineer,8,58.5,Good,10," 55,628 ",,,,,,,,
NO,Jared-II,101694,Data Engineer,6,19.5,Good,2," 67,193 ",,,,,,,,
NO,Honey-II,100960,Data Engineer,14,39,Good,2," 35,031 ",,,,,,,,
NO,Belinda-II,101802,Data Architect,10,97.5,Good,2," 78,652 ",,,,,,,,
NO,Patrick-II,100964,Data Analyst,8,39,Good,2," 42,620 ",,,,,,,,
NO,Rosie-II,100966,Data Scientist,6,39,Best,9," 79,241 ",,,,,,,,
NO,Fiona-II,100969,Domain Expert,8,58.5,Good,6," 81,881 ",,,,,,,,
NO,Deanna-II,101907,Data Engineer,10,58.5,Good,5," 30,483 ",,,,,,,,
NO,Edith-II,101908,Data Scientist,8,19.5,Best,1," 64,889 ",,,,,,,,
NO,Clark-II,100975,Business Analyst,10,58.5,Good,6," 54,213 ",,,,,,,,
NO,Gianna-II,100977,Data Analyst,18,78,Good,2," 39,210 ",,,,,,,,
NO,Wilson-II,100982,Business Analyst,6,39,Best,9," 85,592 ",,,,,,,,
NO,Sarah-II,100014,Software Developer,14,97.5,Good,9," 37,696 ",,,,,,,,
NO,Alina-II,100984,Business Analyst,8,39,Good,11," 92,178 ",,,,,,,,
NO,Mary-II,100985,Business Analyst,12,58.5,Good,9," 92,851 ",,,,,,,,
NO,Kellan-II,100987,Data Scientist,14,58.5,Best,20," 59,704 ",,,,,,,,
YES,Albert-II,100016,Data Analyst,12,19.5,Bad,6," 43,211 ",,,,,,,,
NO,Tess-II,100991,Data Analyst,16,0,Good,4," 42,349 ",,,,,,,,
NO,Alen-II,100994,Data Analyst,14,97.5,Good,1," 38,326 ",,,,,,,,
YES,Amelia-II,100023,Data Architect,10,58.5,Good,6," 70,536 ",,,,,,,,
NO,Alexia-II,100997,Chief Data Scientist,16,19.5,Bad,6," 205,014 ",,,,,,,,
NO,Joyce-II,100110,Data Analyst,10,39,Good,9," 54,276 ",,,,,,,,
NO,Lucas-II,100999,Chief Data Scientist,12,39,Best,19," 228,815 ",,,,,,,,
YES,Penelope-II,100129,Business Analyst,10,58.5,Best,6," 51,753 ",,,,,,,,
NO,Chester-II,101002,Data Engineer,10,39,Good,10," 42,808 ",,,,,,,,
NO,Alexia-II,100161,Data Analyst,12,39,Good,6," 43,481 ",,,,,,,,
NO,Rafael-II,101005,Data Scientist,12,39,Good,13," 164,645 ",,,,,,,,
NO,Tony-II,101007,Data Scientist,8,58.5,Good,9," 127,788 ",,,,,,,,
NO,Kellan-II,100226,Data Architect,10,97.5,Good,3," 77,240 ",,,,,,,,
NO,Carlos-II,101013,Data Scientist,6,39,Good,11," 126,539 ",,,,,,,,
NO,Maya-II,101014,Domain Expert,6,58.5,Bad,17," 122,403 ",,,,,,,,
NO,Chloe-II,101015,Chief Data Scientist,6,78,Bad,9," 134,516 ",,,,,,,,
YES,Carlos-II,100233,Data Analyst,10,58.5,Bad,6," 41,632 ",,,,,,,,
YES,Alfred-II,100239,Data Engineer,6,78,Good,6," 32,782 ",,,,,,,,
YES,Emma-II,100297,Data Analyst,6,97.5,Good,6," 44,283 ",,,,,,,,
NO,Tara-II,101024,Domain Expert,8,58.5,Good,16," 129,603 ",,,,,,,,
NO,Paige-II,100336,Data Architect,6,39,Bad,3," 73,776 ",,,,,,,,
NO,Aston-II,101026,Data Scientist,10,58.5,Good,22," 150,140 ",,,,,,,,
NO,Edward-II,101028,Data Engineer,14,78,Bad,4," 46,154 ",,,,,,,,
NO,Marcus-II,101032,Data Scientist,8,78,Good,6," 161,735 ",,,,,,,,
NO,Vivian-II,100355,Database Administrator,6,39,Best,8," 76,852 ",,,,,,,,
NO,Joyce-II,101034,Domain Expert,8,58.5,Good,9," 75,235 ",,,,,,,,
NO,Briony-II,101035,Chief Data Scientist,16,58.5,Good,22," 235,344 ",,,,,,,,
NO,Antony-II,101036,Business Analyst,6,19.5,Good,2," 80,843 ",,,,,,,,
YES,James-II,100373,Data Engineer,6,78,Good,6," 37,823 ",,,,,,,,
NO,Aston-II,101040,Business Analyst,6,58.5,Good,14," 74,788 ",,,,,,,,
NO,Gianna-II,100390,Database Administrator,8,58.5,Good,4," 78,897 ",,,,,,,,
NO,Ada-II,101043,Data Scientist,8,39,Good,22," 128,199 ",,,,,,,,
NO,Lucia-II,101044,Software Developer,14,39,Bad,3," 27,596 ",,,,,,,,
NO,Vincent-II,101046,Data Engineer,6,39,Good,9," 47,426 ",,,,,,,,
NO,Freddie-II,101050,Business Analyst,6,39,Good,16," 88,668 ",,,,,,,,
YES,Alexia-II,100422,Domain Expert,8,39,Good,6," 66,693 ",,,,,,,,
NO,Julia-II,100423,Data Engineer,10,78,Good,2," 79,471 ",,,,,,,,
NO,Brooke-II,101055,Software Developer,14,39,Good,2," 26,158 ",,,,,,,,
NO,Amber-II,101061,Chief Data Scientist,6,39,Bad,9," 226,671 ",,,,,,,,
NO,Kelvin-II,101066,Business Analyst,8,58.5,Bad,8," 98,931 ",,,,,,,,
NO,Miranda-II,101069,Chief Data Scientist,12,0,Good,3," 231,266 ",,,,,,,,
NO,Vivian-II,101073,Data Scientist,6,39,Bad,15," 104,375 ",,,,,,,,
NO,Sabrina-II,100437,Domain Expert,6,58.5,Good,5," 65,423 ",,,,,,,,
NO,Chelsea-II,100502,Business Analyst,8,58.5,Bad,6," 62,497 ",,,,,,,,
NO,Byron-II,101080,Data Analyst,18,39,Good,14," 54,379 ",,,,,,,,
NO,Hailey-II,100507,Business Analyst,6,39,Bad,8," 50,196 ",,,,,,,,
NO,Catherine-II,101082,Domain Expert,6,39,Bad,11," 102,771 ",,,,,,,,
NO,Anna-II,101083,Data Engineer,10,39,Good,6," 46,603 ",,,,,,,,
NO,Carl-II,101084,Data Scientist,10,19.5,Bad,7," 117,323 ",,,,,,,,
YES,Sydney-II,100515,Data Engineer,6,39,Bad,6," 35,750 ",,,,,,,,
NO,Myra-II,101088,Domain Expert,12,78,Bad,20," 103,962 ",,,,,,,,
NO,Patrick-II,101092,Domain Expert,14,78,Good,12," 121,625 ",,,,,,,,
NO,Paige-II,101094,Data Engineer,14,78,Good,4," 54,449 ",,,,,,,,
NO,Cadie-II,101096,Data Scientist,12,78,Good,4," 129,331 ",,,,,,,,
NO,Lucy-II,101097,Data Analyst,8,78,Best,9," 43,126 ",,,,,,,,
NO,April-II,101099,Domain Expert,10,39,Good,4," 83,883 ",,,,,,,,
NO,Alisa-II,101101,Data Analyst,16,78,Good,14," 53,118 ",,,,,,,,
NO,Melissa-II,101103,Domain Expert,12,19.5,Bad,7," 91,389 ",,,,,,,,
NO,Darcy-II,101105,Business Analyst,8,97.5,Good,2," 78,875 ",,,,,,,,
YES,Samantha-II,100516,Business Analyst,6,97.5,Good,6," 67,340 ",,,,,,,,
YES,Abigail-II,100517,Data Engineer,10,97.5,Good,6," 30,353 ",,,,,,,,
NO,Owen-II,100527,Business Analyst,12,58.5,Good,2," 52,871 ",,,,,,,,
YES,Lily-II,100533,Business Analyst,6,117,Good,6," 77,497 ",,,,,,,,
NO,Kimberly-II,100554,Data Analyst,8,78,Good,4," 43,256 ",,,,,,,,
NO,Madaline-II,101114,Business Analyst,12,58.5,Good,4," 50,690 ",,,,,,,,
NO,Charlie-II,101115,Data Analyst,12,39,Good,1," 35,102 ",,,,,,,,
NO,Max-II,100574,Domain Expert,14,39,Bad,2," 78,654 ",,,,,,,,
NO,Alisa-II,101118,Domain Expert,14,78,Good,9," 123,074 ",,,,,,,,
NO,Heather-II,101121,Data Scientist,12,58.5,Bad,10," 90,200 ",,,,,,,,
NO,Abigail-II,101125,Business Analyst,10,39,Good,2," 86,617 ",,,,,,,,
NO,Miley-II,101126,Data Scientist,6,19.5,Good,9," 127,493 ",,,,,,,,
NO,Madaline-II,101127,Domain Expert,6,78,Good,19," 143,389 ",,,,,,,,
NO,Harold-II,101128,Chief Data Scientist,8,39,Best,21," 231,255 ",,,,,,,,
NO,Michael-II,101133,Data Scientist,14,0,Good,12," 91,661 ",,,,,,,,
NO,Aiden-II,100716,Domain Expert,10,58.5,Best,2," 89,652 ",,,,,,,,
NO,Oliver-II,100744,Data Architect,8,97.5,Best,6," 89,526 ",,,,,,,,
YES,Emily-II,100785,Business Analyst,6,39,Good,6," 75,377 ",,,,,,,,
YES,Ryan-II,100799,Data Scientist,6,78,Good,6," 64,630 ",,,,,,,,
NO,Samantha-II,101148,Data Engineer,14,58.5,Good,2," 50,337 ",,,,,,,,
YES,Julian-II,100852,Domain Expert,6,39,Bad,6," 69,909 ",,,,,,,,
NO,Adrian-II,100859,Database Administrator,12,58.5,Bad,3," 51,881 ",,,,,,,,
NO,Kellan-II,100869,Database Administrator,8,117,Good,6," 58,161 ",,,,,,,,
NO,Preston-II,101158,Data Engineer,6,78,Good,2," 56,158 ",,,,,,,,
YES,Garry-II,100885,Business Analyst,6,19.5,Best,6," 50,149 ",,,,,,,,
YES,Maximilian-II,100888,Data Engineer,12,39,Bad,6," 37,259 ",,,,,,,,
NO,Wilson-II,101163,Business Analyst,14,58.5,Bad,7," 67,329 ",,,,,,,,
NO,Maximilian-II,101164,Database Administrator,12,39,Bad,6," 50,939 ",,,,,,,,
NO,Frederick-II,100902,Domain Expert,8,39,Bad,6," 65,538 ",,,,,,,,
NO,Adrian-II,101166,Chief Data Scientist,12,58.5,Bad,19," 159,060 ",,,,,,,,
NO,Lucy-II,100983,Business Analyst,12,19.5,Bad,3," 66,763 ",,,,,,,,
NO,Tara-II,101173,Data Engineer,16,39,Good,5," 42,384 ",,,,,,,,
YES,Victoria-II,101004,Data Analyst,6,39,Good,6," 35,122 ",,,,,,,,
NO,Amber-II,101177,Data Engineer,16,39,Good,9," 52,081 ",,,,,,,,
NO,Elise-II,101179,Business Analyst,12,58.5,Good,11," 77,509 ",,,,,,,,
YES,Ned-II,101136,Data Analyst,12,39,Bad,6," 37,718 ",,,,,,,,
NO,Richard-II,101182,Data Scientist,12,39,Best,8," 121,059 ",,,,,,,,
NO,Lucy-II,101184,Domain Expert,14,58.5,Good,14," 62,957 ",,,,,,,,
YES,Violet-II,101137,Business Analyst,6,58.5,Good,6," 58,538 ",,,,,,,,
NO,Rosie-II,101190,Software Developer,6,58.5,Good,2," 33,310 ",,,,,,,,
NO,John-II,101157,Data Analyst,12,58.5,Best,9," 96,904 ",,,,,,,,
NO,Sarah-II,101195,Data Analyst,14,39,Bad,4," 52,753 ",,,,,,,,
NO,Alberta-II,101196,Data Scientist,8,39,Bad,15," 76,284 ",,,,,,,,
YES,Florrie-II,101192,Data Engineer,8,97.5,Good,6," 36,893 ",,,,,,,,
NO,Maria-II,101310,Data Engineer,12,39,Best,2," 43,261 ",,,,,,,,
NO,Richard-II,101387,Business Analyst,6,0,Good,6," 55,664 ",,,,,,,,
NO,Alina-II,101207,Database Administrator,8,39,Good,6," 42,418 ",,,,,,,,
YES,Miley-II,101409,Data Engineer,8,39,Bad,6," 34,759 ",,,,,,,,
NO,Belinda-II,101447,Data Analyst,12,39,Good,3," 38,814 ",,,,,,,,
YES,Dexter-II,101471,Data Engineer,8,97.5,Good,6," 37,259 ",,,,,,,,
NO,Ned-II,101217,Chief Data Scientist,6,39,Good,5," 224,832 ",,,,,,,,
NO,Steven-II,101475,Software Developer,12,58.5,Good,6," 40,299 ",,,,,,,,
YES,Stuart-II,101487,Business Analyst,6,78,Bad,6," 67,929 ",,,,,,,,
YES,Evelyn-II,101502,Data Engineer,6,97.5,Good,6," 45,224 ",,,,,,,,
NO,Victoria-II,101534,Data Engineer,8,58.5,Bad,4," 54,265 ",,,,,,,,
NO,James-II,101225,Data Analyst,20,58.5,Good,8," 53,507 ",,,,,,,,
NO,Wright-II,101226,Software Developer,12,39,Good,3," 31,555 ",,,,,,,,
NO,Hawkins-II,101228,Data Scientist,6,58.5,Bad,7," 86,947 ",,,,,,,,
NO,Alexander-II,101231,Database Administrator,10,58.5,Best,5," 73,903 ",,,,,,,,
NO,Armstrong-II,101233,Business Analyst,12,58.5,Good,12," 61,508 ",,,,,,,,
NO,Perkins-II,101234,Data Engineer,14,39,Good,3," 32,321 ",,,,,,,,
NO,Tucker-II,101235,Data Analyst,8,39,Good,9," 58,892 ",,,,,,,,
NO,Hunt-II,101237,Data Scientist,16,39,Good,8," 120,800 ",,,,,,,,
NO,Richardson-II,101239,Business Analyst,6,39,Best,6," 80,738 ",,,,,,,,
YES,Chapman-II,101573,Data Scientist,6,39,Good,6," 57,207 ",,,,,,,,
NO,Alexander-II,101241,Data Analyst,16,39,Good,12," 42,171 ",,,,,,,,
NO,Johnston-II,101242,Chief Data Scientist,12,78,Good,2," 155,431 ",,,,,,,,
NO,Davis-II,101245,Data Scientist,12,39,Bad,6," 123,746 ",,,,,,,,
NO,Barnes-II,101248,Data Analyst,20,39,Best,2," 41,905 ",,,,,,,,
NO,Bennett-II,101598,Business Analyst,10,39,Good,6," 54,662 ",,,,,,,,
NO,Allen-II,101250,Chief Data Scientist,8,39,Good,11," 209,491 ",,,,,,,,
NO,Alexander-II,101251,Domain Expert,6,39,Bad,7," 80,513 ",,,,,,,,
NO,Jones-II,101252,Domain Expert,14,39,Good,11," 80,266 ",,,,,,,,
NO,Turner-II,101254,Business Analyst,12,39,Good,7," 60,930 ",,,,,,,,
NO,Mason-II,101255,Chief Data Scientist,8,39,Good,9," 232,598 ",,,,,,,,
NO,Roberts-II,101257,Data Analyst,6,39,Bad,12," 43,503 ",,,,,,,,
NO,Owens-II,101613,Data Architect,8,58.5,Good,2," 62,827 ",,,,,,,,
NO,Ellis-II,101260,Domain Expert,6,39,Good,7," 78,039 ",,,,,,,,
NO,Barrett-II,101263,Chief Data Scientist,6,58.5,Best,2," 215,218 ",,,,,,,,
NO,Wilson-II,101264,Chief Data Scientist,8,39,Bad,8," 189,990 ",,,,,,,,
NO,Clark-II,101268,Business Analyst,8,58.5,Good,10," 98,742 ",,,,,,,,
YES,Morgan-II,101650,Business Analyst,6,39,Good,6," 69,155 ",,,,,,,,
YES,Carter-II,101684,Data Engineer,6,39,Good,6," 47,003 ",,,,,,,,
NO,Kelly-II,101278,Domain Expert,10,58.5,Good,30," 159,979 ",,,,,,,,
YES,Cunningham-II,101720,Data Analyst,8,58.5,Bad,6," 40,452 ",,,,,,,,
YES,Douglas-II,101757,Business Analyst,6,19.5,Best,6," 53,107 ",,,,,,,,
NO,Jones-II,101768,Data Engineer,16,117,Bad,6," 32,591 ",,,,,,,,
NO,Grant-II,101285,Data Engineer,8,39,Best,10," 52,364 ",,,,,,,,
NO,Riley-II,101289,Database Administrator,6,97.5,Best,11," 52,906 ",,,,,,,,
NO,Montgomery-II,101792,Data Engineer,6,39,Bad,2," 54,287 ",,,,,,,,
YES,Cooper-II,101836,Business Analyst,8,78,Good,6," 55,192 ",,,,,,,,
NO,Stewart-II,100001,Data Engineer,8,0,Good,8," 70,616 ",,,,,,,,
NO,Myers-II,101296,Data Engineer,6,39,Good,3," 45,565 ",,,,,,,,
NO,Elliott-II,100021,Chief Data Scientist,12,97.5,Good,2," 98,765 ",,,,,,,,
NO,Murphy-II,101298,Data Scientist,12,58.5,Good,9," 55,321 ",,,,,,,,
YES,Hall-II,100112,Data Scientist,6,58.5,Bad,7," 58,340 ",,,,,,,,
NO,West-II,101304,Business Analyst,10,78,Best,11," 73,161 ",,,,,,,,
NO,Casey-II,100192,Data Analyst,8,39,Bad,7," 41,808 ",,,,,,,,
YES,Warren-II,100269,Data Engineer,6,97.5,Good,7," 37,579 ",,,,,,,,
NO,West-II,100299,Business Analyst,10,97.5,Bad,7," 60,803 ",,,,,,,,
NO,Casey-II,101312,Domain Expert,6,0,Good,8," 83,589 ",,,,,,,,
NO,Payne-II,101314,Database Administrator,6,58.5,Best,8," 40,333 ",,,,,,,,
NO,Stevens-II,101317,Chief Data Scientist,6,39,Good,4," 198,898 ",,,,,,,,
YES,Brown-II,100300,Data Analyst,8,19.5,Bad,7," 52,755 ",,,,,,,,
NO,Hamilton-II,101329,Business Analyst,8,78,Good,15," 72,478 ",,,,,,,,
NO,Myers-II,100492,Data Engineer,6,117,Good,15," 75,176 ",,,,,,,,
NO,Morrison-II,100647,Software Developer,10,78,Bad,2," 34,006 ",,,,,,,,
YES,Cameron-II,100690,Business Analyst,8,97.5,Bad,7," 65,525 ",,,,,,,,
NO,Campbell-II,101344,Domain Expert,6,0,Bad,10," 100,156 ",,,,,,,,
NO,Perkins-II,100949,Data Engineer,6,117,Good,1," 55,121 ",,,,,,,,
NO,Ross-II,101350,Data Analyst,6,58.5,Good,10," 50,066 ",,,,,,,,
NO,Adams-II,101355,Business Analyst,10,58.5,Good,8," 81,221 ",,,,,,,,
NO,Stewart-II,101356,Business Analyst,6,117,Best,11," 72,171 ",,,,,,,,
NO,Nelson-II,100998,Business Analyst,10,39,Good,6," 64,665 ",,,,,,,,
NO,Roberts-II,101360,Data Scientist,8,0,Bad,11," 117,925 ",,,,,,,,
NO,Warren-II,101362,Business Analyst,10,39,Bad,10," 54,662 ",,,,,,,,
NO,Andrews-II,101363,Data Scientist,6,39,Good,11," 93,063 ",,,,,,,,
YES,Barrett-II,101161,Domain Expert,8,39,Good,7," 67,529 ",,,,,,,,
NO,Carter-II,101367,Data Scientist,10,19.5,Bad,6," 154,853 ",,,,,,,,
NO,Wright-II,101369,Data Engineer,6,0,Good,10," 63,193 ",,,,,,,,
NO,Campbell-II,101371,Business Analyst,14,58.5,Good,7," 59,753 ",,,,,,,,
NO,Carter-II,101373,Data Scientist,6,0,Good,20," 157,916 ",,,,,,,,
NO,Cole-II,101375,Domain Expert,14,0,Good,13," 75,141 ",,,,,,,,
NO,Scott-II,101377,Data Engineer,8,19.5,Good,9," 63,970 ",,,,,,,,
NO,Higgins-II,101171,Data Engineer,10,58.5,Best,1," 60,742 ",,,,,,,,
YES,Gray-II,101200,Data Analyst,6,78,Good,7," 34,595 ",,,,,,,,
NO,Johnson-II,101383,Domain Expert,6,39,Best,15," 78,794 ",,,,,,,,
NO,Cole-II,101216,Data Scientist,6,39,Good,2," 75,244 ",,,,,,,,
YES,Grant-II,101394,Data Analyst,10,39,Good,7," 35,302 ",,,,,,,,
NO,Anderson-II,101390,Business Analyst,6,39,Best,6," 72,112 ",,,,,,,,
NO,Farrell-II,101402,Data Analyst,12,58.5,Best,4," 48,086 ",,,,,,,,
NO,Hill-II,101397,Domain Expert,16,39,Good,7," 128,671 ",,,,,,,,
NO,Hall-II,101403,Business Analyst,6,58.5,Good,7," 67,976 ",,,,,,,,
NO,Douglas-II,101401,Data Scientist,6,58.5,Bad,6," 156,090 ",,,,,,,,
YES,Harris-II,101438,Data Analyst,6,39,Bad,7," 40,299 ",,,,,,,,
YES,Stewart-II,101440,Data Engineer,8,39,Bad,7," 41,241 ",,,,,,,,
NO,Smith-II,101670,Software Developer,18,97.5,Good,4," 64,866 ",,,,,,,,
NO,Ryan-II,101407,Data Analyst,6,39,Good,5," 46,001 ",,,,,,,,
YES,Armstrong-II,101751,Data Analyst,6,97.5,Bad,7," 40,593 ",,,,,,,,
YES,Holmes-II,100079,Data Engineer,6,39,Good,8," 41,762 ",,,,,,,,
NO,Mason-II,101412,Data Scientist,6,39,Good,3," 110,313 ",,,,,,,,
NO,Elliott-II,100160,Data Analyst,10,39,Best,10," 69,428 ",,,,,,,,
NO,Bennett-II,101417,Data Engineer,6,39,Good,8," 42,160 ",,,,,,,,
NO,Payne-II,101419,Database Administrator,8,58.5,Bad,11," 74,123 ",,,,,,,,
NO,Anderson-II,100163,Data Analyst,14,58.5,Bad,2," 35,267 ",,,,,,,,
YES,Murphy-II,100199,Data Architect,8,39,Bad,8," 74,553 ",,,,,,,,
NO,Williams-II,101422,Chief Data Scientist,14,58.5,Bad,21," 204,177 ",,,,,,,,
NO,Mitchell-II,101423,Chief Data Scientist,16,58.5,Good,10," 232,138 ",,,,,,,,
NO,Henderson-II,101424,Chief Data Scientist,8,78,Best,8," 173,589 ",,,,,,,,
NO,Grant-II,100319,Domain Expert,6,58.5,Bad,3," 87,420 ",,,,,,,,
YES,Nelson-II,100323,Data Architect,6,58.5,Bad,8," 83,591 ",,,,,,,,
NO,Fowler-II,101430,Chief Data Scientist,6,58.5,Best,4," 193,502 ",,,,,,,,
NO,Robinson-II,100446,Business Analyst,8,117,Bad,8," 55,168 ",,,,,,,,
YES,Nelson-II,100454,Data Engineer,6,78,Bad,8," 34,968 ",,,,,,,,
NO,Craig-II,100500,Data Analyst,10,39,Best,8," 58,161 ",,,,,,,,
YES,Miller-II,100728,Business Analyst,6,39,Good,8," 58,444 ",,,,,,,,
NO,Cunningham-II,100741,Data Engineer,12,78,Bad,2," 56,341 ",,,,,,,,
YES,Kelly-II,100764,Domain Expert,14,39,Bad,8," 80,254 ",,,,,,,,
NO,Armstrong-II,101443,Chief Data Scientist,14,39,Best,21," 202,304 ",,,,,,,,
YES,Myers-II,100927,Data Engineer,8,19.5,Bad,8," 32,734 ",,,,,,,,
NO,Chapman-II,101449,Data Engineer,6,39,Best,9," 46,837 ",,,,,,,,
NO,Barnes-II,101458,Data Engineer,18,39,Best,2," 42,961 ",,,,,,,,
NO,Richardson-II,100941,Software Developer,6,39,Best,2," 27,443 ",,,,,,,,
NO,Cooper-II,101460,Domain Expert,12,39,Good,8," 127,858 ",,,,,,,,
NO,Nelson-II,100956,Business Analyst,6,39,Good,8," 50,596 ",,,,,,,,
NO,Alexander-II,101465,Data Scientist,12,78,Best,4," 110,526 ",,,,,,,,
NO,Scott-II,100990,Business Analyst,8,58.5,Good,8," 59,846 ",,,,,,,,
NO,Allen-II,101468,Chief Data Scientist,6,78,Good,10," 162,100 ",,,,,,,,
NO,Turner-II,101469,Business Analyst,12,78,Good,6," 99,720 ",,,,,,,,
NO,Grant-II,101106,Data Analyst,10,58.5,Best,8," 43,491 ",,,,,,,,
NO,Hill-II,101472,Chief Data Scientist,6,39,Bad,10," 195,575 ",,,,,,,,
NO,Johnston-II,101473,Domain Expert,8,0,Bad,4," 78,369 ",,,,,,,,
YES,Murray-II,101143,Data Analyst,8,39,Bad,8," 38,778 ",,,,,,,,
YES,Barrett-II,101221,Data Engineer,8,78,Good,8," 32,298 ",,,,,,,,
NO,Dixon-II,101478,Business Analyst,12,39,Good,14," 56,076 ",,,,,,,,
NO,Anderson-II,101224,Data Engineer,8,78,Bad,8," 41,135 ",,,,,,,,
NO,Turner-II,101480,Data Engineer,8,58.5,Good,8," 43,280 ",,,,,,,,
YES,Bailey-II,101297,Data Engineer,8,117,Bad,8," 33,440 ",,,,,,,,
NO,Smith-II,101483,Data Analyst,18,39,Good,13," 57,736 ",,,,,,,,
NO,Murray-II,101484,Domain Expert,8,58.5,Good,9," 123,322 ",,,,,,,,
NO,Richards-II,101485,Chief Data Scientist,8,58.5,Bad,15," 200,395 ",,,,,,,,
NO,Kelly-II,101299,Domain Expert,8,39,Good,8," 87,158 ",,,,,,,,
NO,Rogers-II,101537,Domain Expert,10,39,Best,2," 87,925 ",,,,,,,,
NO,Russell-II,101489,Business Analyst,18,39,Best,8," 54,190 ",,,,,,,,
NO,Barrett-II,101555,Data Analyst,14,39,Bad,5," 45,232 ",,,,,,,,
NO,Barnes-II,101618,Database Administrator,6,58.5,Good,10," 76,542 ",,,,,,,,
